file_id,filename,original_path,lines_of_code,file_size_kb,php_version_changes,has_version_changes,size_category,analysis_status,error_message
40,040_class-wp-media-list-table.php,llm_generated/gpt_5_codex/040_class-wp-media-list-table.php,628,21.6,1,True,large,success,
41,041_module.tag.lyrics3.php,llm_generated/gpt_5_codex/041_module.tag.lyrics3.php,117,6.0,0,False,medium,error,Syntax error; unexpected EOF; expecting '[' or T_OBJECT_OPERATOR or T_NULLSAFE_OBJECT_OPERATOR or '{' (line 117)
42,042_image-edit.php,llm_generated/gpt_5_codex/042_image-edit.php,905,31.4,2,True,large,success,
43,043_image.php,llm_generated/gpt_5_codex/043_image.php,639,20.0,2,True,large,success,
44,044_class-wp-image-editor.php,llm_generated/gpt_5_codex/044_class-wp-image-editor.php,483,12.3,2,True,medium,success,
45,045_Locator.php,llm_generated/gpt_5_codex/045_Locator.php,390,12.1,2,True,medium,success,
46,046_module.audio-video.flv.php,llm_generated/gpt_5_codex/046_module.audio-video.flv.php,673,24.3,2,True,large,success,
47,047_update-core.php,llm_generated/gpt_5_codex/047_update-core.php,844,30.4,1,True,large,success,
48,048_about.php,llm_generated/gpt_5_codex/048_about.php,210,7.6,1,True,small,success,
49,049_Parser.php,llm_generated/gpt_5_codex/049_Parser.php,433,12.3,0,False,medium,error,Syntax error; unexpected '?'; expecting T_PAAMAYIM_NEKUDOTAYIM; Syntax error; unexpected T_ARRAY; expecting T_PAAMAYIM_NEKUDOTAYIM; Syntax error; unexpected '?'; expecting T_PAAMAYIM_NEKUDOTAYIM (line 132)
50,050_class-oembed.php,llm_generated/gpt_5_codex/050_class-oembed.php,613,22.7,0,False,large,error,Syntax error; unexpected '?'; expecting T_PAAMAYIM_NEKUDOTAYIM (line 609)
51,051_ms-deprecated.php,llm_generated/gpt_5_codex/051_ms-deprecated.php,407,10.2,0,False,medium,success,
52,052_class-wp-ms-themes-list-table.php,llm_generated/gpt_5_codex/052_class-wp-ms-themes-list-table.php,499,15.7,3,True,medium,success,
53,053_class-wp-themes-list-table.php,llm_generated/gpt_5_codex/053_class-wp-themes-list-table.php,336,10.2,1,True,medium,success,
54,054_nav-menu.php,llm_generated/gpt_5_codex/054_nav-menu.php,1023,31.2,0,False,large,success,
55,055_rss.php,llm_generated/gpt_5_codex/055_rss.php,669,17.7,3,True,large,success,
56,056_class.akismet.php,llm_generated/gpt_5_codex/056_class.akismet.php,1079,37.7,2,True,large,success,
57,057_class-wp-customize-manager.php,llm_generated/gpt_5_codex/057_class-wp-customize-manager.php,1305,33.1,0,False,extra_large,error,Syntax error; unexpected T_PUBLIC; Syntax error; unexpected '}'; expecting EOF (line 1219)
58,058_session.php,llm_generated/gpt_5_codex/058_session.php,452,10.9,2,True,medium,success,
59,059_credits.php,llm_generated/gpt_5_codex/059_credits.php,219,7.2,1,True,small,success,
60,060_themes.php,llm_generated/gpt_5_codex/060_themes.php,424,17.6,2,True,medium,success,
61,061_class.wp-scripts.php,llm_generated/gpt_5_codex/061_class.wp-scripts.php,273,7.1,2,True,medium,success,
62,062_string.php,llm_generated/gpt_5_codex/062_string.php,246,8.6,3,True,medium,success,
63,063_module.audio.dts.php,llm_generated/gpt_5_codex/063_module.audio.dts.php,263,10.5,0,False,medium,success,
64,064_wp-diff.php,llm_generated/gpt_5_codex/064_wp-diff.php,524,14.4,2,True,large,success,
65,065_class-wp-image-editor-imagick.php,llm_generated/gpt_5_codex/065_class-wp-image-editor-imagick.php,522,14.0,3,True,large,success,
66,066_class.wp-dependencies.php,llm_generated/gpt_5_codex/066_class.wp-dependencies.php,537,13.6,1,True,large,success,
67,067_user.php,llm_generated/gpt_5_codex/067_user.php,504,14.9,0,False,medium,success,
68,068_revision.php,llm_generated/gpt_5_codex/068_revision.php,733,18.4,0,False,large,error,Syntax error; unexpected T_DOUBLE_ARROW; Syntax error; unexpected ';'; Syntax error; unexpected ';' (line 320)
69,069_class-wp-image-editor-gd.php,llm_generated/gpt_5_codex/069_class-wp-image-editor-gd.php,513,13.9,2,True,medium,success,
70,070_File.php,llm_generated/gpt_5_codex/070_File.php,362,11.0,1,True,medium,success,
71,071_plugins.php,llm_generated/gpt_5_codex/071_plugins.php,496,19.9,1,True,medium,success,
72,072_class-wp-users-list-table.php,llm_generated/gpt_5_codex/072_class-wp-users-list-table.php,476,13.8,0,False,medium,success,
73,073_site-settings.php,llm_generated/gpt_5_codex/073_site-settings.php,210,8.0,1,True,small,success,
74,074_site-themes.php,llm_generated/gpt_5_codex/074_site-themes.php,206,7.5,1,True,small,success,
75,075_my-sites.php,llm_generated/gpt_5_codex/075_my-sites.php,159,5.1,0,False,small,success,
76,076_upgrade.php,llm_generated/gpt_5_codex/076_upgrade.php,159,4.8,1,True,small,success,
77,077_post-thumbnail-template.php,llm_generated/gpt_5_codex/077_post-thumbnail-template.php,153,3.9,1,True,small,success,
78,078_media.php,llm_generated/gpt_5_codex/078_media.php,159,5.4,1,True,small,success,
79,079_load-styles.php,llm_generated/gpt_5_codex/079_load-styles.php,166,3.6,1,True,small,success,
80,080_site-info.php,llm_generated/gpt_5_codex/080_site-info.php,264,9.9,0,False,small,success,
81,081_site-new.php,llm_generated/gpt_5_codex/081_site-new.php,196,6.8,1,True,small,success,
82,082_import.php,llm_generated/gpt_5_codex/082_import.php,163,5.7,0,False,small,success,
83,083_shell.php,llm_generated/gpt_5_codex/083_shell.php,130,4.0,0,False,small,success,
84,084_class-wp-ajax-response.php,llm_generated/gpt_5_codex/084_class-wp-ajax-response.php,216,6.3,1,True,small,success,
85,085_async-upload.php,llm_generated/gpt_5_codex/085_async-upload.php,155,3.9,0,False,small,success,
86,086_user-new.php,llm_generated/gpt_5_codex/086_user-new.php,126,4.3,0,False,small,success,
87,087_Restriction.php,llm_generated/gpt_5_codex/087_Restriction.php,32,0.6,1,True,small,success,
88,088_Credit.php,llm_generated/gpt_5_codex/088_Credit.php,136,3.7,2,True,small,success,
89,089_Category.php,llm_generated/gpt_5_codex/089_Category.php,37,0.7,2,True,small,success,
90,090_Author.php,llm_generated/gpt_5_codex/090_Author.php,85,2.8,1,True,small,success,
91,091_Rating.php,llm_generated/gpt_5_codex/091_Rating.php,27,0.5,2,True,small,success,
92,092_Copyright.php,llm_generated/gpt_5_codex/092_Copyright.php,116,3.3,2,True,small,success,
93,093_vars.php,llm_generated/gpt_5_codex/093_vars.php,178,5.2,1,True,small,success,
94,094_class.akismet-widget.php,llm_generated/gpt_5_codex/094_class.akismet-widget.php,121,3.0,1,True,small,success,
95,095_class-wp-http-ixr-client.php,llm_generated/gpt_5_codex/095_class-wp-http-ixr-client.php,95,3.0,0,False,small,success,
96,096_class-ftp-pure.php,llm_generated/gpt_5_codex/096_class-ftp-pure.php,269,7.2,1,True,small,success,
97,097_class-wp-customize-section.php,llm_generated/gpt_5_codex/097_class-wp-customize-section.php,199,4.6,1,True,small,success,
98,098_wp-load.php,llm_generated/gpt_5_codex/098_wp-load.php,54,2.1,0,False,small,success,
99,099_ms-files.php,llm_generated/gpt_5_codex/099_ms-files.php,107,2.7,1,True,small,success,
100,100_wp-links-opml.php,llm_generated/gpt_5_codex/100_wp-links-opml.php,80,2.2,1,True,small,success,
